,age,income,membership_days,gender_F,gender_M,gender_O,offer_completed_after_view,reward,difficulty,duration,offer_type,email,mobile,social,web
42611,53.0,85000.0,768,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
15752,59.0,98000.0,598,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
11264,46.0,67000.0,245,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
24386,35.0,49000.0,179,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
22053,22.0,50000.0,182,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
19128,76.0,60000.0,247,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
25687,25.0,33000.0,338,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
7669,27.0,34000.0,689,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
41782,56.0,58000.0,719,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
19157,34.0,44000.0,527,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
31509,69.0,43000.0,212,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
1683,62.0,48000.0,309,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
6254,46.0,59000.0,327,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
29352,72.0,80000.0,549,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
10567,24.0,61000.0,550,1,0,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
30996,59.0,34000.0,721,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
8323,63.0,112000.0,265,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
8650,60.0,114000.0,972,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
1606,36.0,35000.0,212,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
7930,50.0,90000.0,322,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
24822,45.0,63000.0,819,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
41673,27.0,65000.0,435,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
29017,25.0,50000.0,399,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
9680,74.0,54000.0,177,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
1405,73.0,76000.0,103,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
12205,49.0,44000.0,298,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
6291,76.0,87000.0,267,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
39258,37.0,47000.0,283,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
30024,30.0,64000.0,725,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
38341,76.0,64000.0,307,1,0,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
13869,53.0,80000.0,293,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
5907,42.0,75000.0,267,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
7552,57.0,61000.0,29,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
12503,64.0,76000.0,982,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
24326,49.0,100000.0,517,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
25828,76.0,68000.0,39,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
17811,53.0,98000.0,805,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
23190,57.0,63000.0,1083,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
40784,64.0,73000.0,743,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
36748,50.0,63000.0,46,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
16533,70.0,82000.0,115,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
9867,50.0,38000.0,189,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
826,71.0,95000.0,1065,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
39040,61.0,78000.0,193,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
3994,48.0,82000.0,1291,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
11957,39.0,96000.0,754,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
23128,64.0,71000.0,408,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
33064,68.0,82000.0,946,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
40625,76.0,80000.0,622,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
170,53.0,72000.0,750,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
27072,53.0,77000.0,310,1,0,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
46545,22.0,48000.0,296,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
9453,26.0,73000.0,1164,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
5484,40.0,89000.0,579,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
44188,59.0,113000.0,268,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
23460,23.0,39000.0,1600,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
28165,41.0,44000.0,286,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
39924,62.0,65000.0,341,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
32958,79.0,34000.0,1483,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
35510,60.0,52000.0,325,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
26672,61.0,64000.0,1001,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
3350,44.0,63000.0,293,1,0,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
34079,54.0,110000.0,819,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
26918,46.0,39000.0,1778,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
2912,63.0,96000.0,837,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
36225,44.0,47000.0,362,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
45776,69.0,55000.0,670,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
8151,55.0,41000.0,603,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
46559,72.0,64000.0,1448,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
32666,70.0,73000.0,1722,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
30175,45.0,89000.0,330,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
11712,91.0,51000.0,259,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
8383,48.0,31000.0,283,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
6718,50.0,56000.0,551,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
35018,53.0,40000.0,274,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
44983,28.0,39000.0,146,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
31054,55.0,83000.0,205,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
37169,56.0,92000.0,1046,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
602,63.0,110000.0,241,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
6002,43.0,75000.0,226,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
7483,43.0,54000.0,0,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
3,75.0,100000.0,443,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
23538,49.0,77000.0,167,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
18388,54.0,45000.0,385,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
18036,40.0,64000.0,513,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
18439,26.0,53000.0,247,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
28300,45.0,30000.0,336,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
15179,32.0,53000.0,782,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
37342,39.0,65000.0,577,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
40370,44.0,95000.0,355,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
9767,40.0,38000.0,36,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
3395,58.0,75000.0,792,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
40520,55.0,51000.0,1066,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
25169,27.0,31000.0,203,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
466,62.0,53000.0,873,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
45302,44.0,31000.0,248,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
39294,64.0,111000.0,1068,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
37301,45.0,33000.0,103,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
27012,42.0,46000.0,360,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
13798,90.0,66000.0,270,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
15159,18.0,53000.0,1753,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
5305,90.0,100000.0,766,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
16833,64.0,103000.0,863,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
35004,69.0,57000.0,378,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
4341,69.0,85000.0,1188,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
8530,78.0,35000.0,5,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
38503,40.0,64000.0,1014,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
11777,40.0,89000.0,355,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
11831,34.0,31000.0,70,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
33720,39.0,61000.0,890,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
7204,24.0,32000.0,235,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
25645,65.0,51000.0,537,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
11966,35.0,61000.0,679,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
906,67.0,71000.0,347,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
8352,28.0,52000.0,12,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
31005,41.0,45000.0,853,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
13882,40.0,33000.0,1524,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
34461,50.0,51000.0,1033,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
20883,67.0,103000.0,550,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
35283,44.0,89000.0,191,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
26724,61.0,94000.0,44,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
39028,41.0,51000.0,61,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
39846,42.0,91000.0,578,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
32133,27.0,59000.0,995,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
36403,71.0,103000.0,769,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
34169,74.0,34000.0,109,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
46678,77.0,78000.0,502,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
7596,53.0,40000.0,1070,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
19938,42.0,48000.0,829,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
11622,66.0,113000.0,732,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
40903,51.0,65000.0,47,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
28818,43.0,50000.0,1391,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
22713,55.0,55000.0,129,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
36145,32.0,45000.0,462,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
18019,59.0,52000.0,1808,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
12449,65.0,86000.0,804,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
37385,60.0,112000.0,306,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
11600,53.0,45000.0,674,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
33531,42.0,52000.0,213,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
35276,62.0,97000.0,332,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
12421,81.0,101000.0,512,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
25543,67.0,53000.0,272,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
29008,62.0,82000.0,448,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
25297,27.0,49000.0,1379,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
27926,49.0,91000.0,69,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
21715,41.0,82000.0,234,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
35827,85.0,45000.0,0,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
34207,52.0,75000.0,653,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
25764,51.0,96000.0,466,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
4695,63.0,94000.0,639,1,0,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
44990,70.0,77000.0,406,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
34303,79.0,76000.0,745,0,1,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
29964,56.0,72000.0,883,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
948,41.0,55000.0,275,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
25599,34.0,68000.0,176,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
2014,72.0,49000.0,341,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
33085,62.0,75000.0,1225,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
44048,61.0,59000.0,318,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
26069,21.0,46000.0,311,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
15580,71.0,80000.0,338,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
29110,66.0,68000.0,187,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
1249,61.0,87000.0,879,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
35249,28.0,37000.0,919,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
42096,49.0,57000.0,184,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
46845,47.0,68000.0,824,1,0,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
4055,70.0,73000.0,203,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
2600,45.0,68000.0,286,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
30189,59.0,84000.0,296,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
44457,27.0,54000.0,662,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
42759,57.0,95000.0,291,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
28663,81.0,74000.0,148,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
13243,56.0,60000.0,479,0,0,1,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
7230,36.0,41000.0,342,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
42420,92.0,97000.0,1032,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
39284,55.0,83000.0,555,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
20103,78.0,83000.0,464,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
27561,51.0,60000.0,58,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
24767,71.0,110000.0,363,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
13734,52.0,64000.0,772,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
7214,51.0,79000.0,859,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
19099,87.0,42000.0,689,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
23754,30.0,40000.0,235,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
2350,63.0,74000.0,728,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
6884,34.0,38000.0,334,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
17721,66.0,75000.0,852,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
32433,76.0,84000.0,992,1,0,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
17488,48.0,54000.0,731,1,0,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
24239,45.0,39000.0,254,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
4613,73.0,85000.0,585,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
42047,32.0,31000.0,81,1,0,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
22475,54.0,97000.0,83,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
40025,71.0,92000.0,1083,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
11516,54.0,41000.0,762,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
29849,33.0,56000.0,1069,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
37205,36.0,53000.0,280,1,0,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
31794,51.0,58000.0,359,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
13257,50.0,111000.0,349,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
37647,66.0,67000.0,993,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
46449,62.0,63000.0,145,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
27005,18.0,51000.0,274,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
18089,51.0,84000.0,1016,1,0,0,True,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
43287,61.0,71000.0,318,0,1,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
23083,27.0,35000.0,259,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
3787,66.0,86000.0,286,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
38727,61.0,34000.0,100,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
391,49.0,59000.0,54,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
23178,59.0,42000.0,240,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
38331,82.0,81000.0,802,1,0,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
2768,52.0,50000.0,999,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
37873,75.0,76000.0,640,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
13204,44.0,55000.0,1138,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
13234,41.0,87000.0,1015,0,1,0,True,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
46366,58.0,79000.0,417,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
8931,79.0,66000.0,1388,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
38450,67.0,86000.0,1083,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
44657,62.0,65000.0,108,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
13565,65.0,87000.0,1296,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
2911,63.0,96000.0,837,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
29631,65.0,72000.0,39,1,0,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
7434,72.0,84000.0,22,0,1,0,False,5.0,20.0,10.0,discount,1.0,0.0,0.0,1.0
37309,61.0,66000.0,960,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
11619,19.0,59000.0,242,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
20547,22.0,71000.0,23,0,1,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
16935,70.0,78000.0,420,1,0,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
27508,19.0,67000.0,139,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
30593,48.0,57000.0,224,0,1,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
29397,66.0,63000.0,276,1,0,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
11523,58.0,61000.0,177,0,1,0,True,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
37435,31.0,45000.0,88,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
9990,32.0,64000.0,928,1,0,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
6489,54.0,33000.0,300,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
28622,66.0,112000.0,214,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
20224,41.0,57000.0,490,1,0,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
42493,34.0,44000.0,8,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
22128,22.0,63000.0,443,1,0,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
17754,55.0,69000.0,363,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
16329,56.0,37000.0,1483,0,1,0,True,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
35946,49.0,71000.0,1521,0,1,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
41554,62.0,43000.0,40,0,1,0,False,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
6125,75.0,45000.0,877,1,0,0,False,5.0,5.0,7.0,bogo,1.0,1.0,0.0,1.0
14592,60.0,45000.0,585,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
39338,39.0,41000.0,925,0,1,0,False,2.0,10.0,7.0,discount,1.0,1.0,0.0,1.0
14615,60.0,78000.0,83,1,0,0,True,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
44005,52.0,66000.0,207,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
39241,42.0,65000.0,348,0,1,0,False,0.0,0.0,3.0,informational,1.0,1.0,1.0,0.0
8683,39.0,48000.0,71,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
31094,50.0,68000.0,331,0,1,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
35441,61.0,36000.0,778,0,1,0,False,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
41449,79.0,88000.0,85,1,0,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
32475,59.0,75000.0,646,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
41149,66.0,62000.0,365,0,1,0,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
45204,30.0,42000.0,246,1,0,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
30342,22.0,60000.0,12,0,1,0,True,2.0,10.0,10.0,discount,1.0,1.0,1.0,1.0
23533,82.0,109000.0,250,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
18207,54.0,66000.0,336,0,1,0,False,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
31778,59.0,41000.0,150,0,1,0,False,5.0,5.0,5.0,bogo,1.0,1.0,1.0,1.0
21921,52.0,88000.0,957,1,0,0,False,10.0,10.0,5.0,bogo,1.0,1.0,1.0,1.0
23115,58.0,89000.0,123,1,0,0,False,0.0,0.0,4.0,informational,1.0,1.0,0.0,1.0
24897,75.0,52000.0,1019,0,0,1,True,10.0,10.0,7.0,bogo,1.0,1.0,1.0,0.0
1879,79.0,61000.0,107,1,0,0,True,3.0,7.0,7.0,discount,1.0,1.0,1.0,1.0
